article_id,title,stored_score,score_band,category,config_name,config_label,repetition,parsed_score,response_provider,response_model,message_content_empty,fallback_source,raw_output,message_content,message_reasoning,choice_reasoning_content,response_id,finish_reason,latency_seconds,http_attempts,status,error,prompt_sha256,common_payload_sha256,request_payload_sha256,completed_at
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,A,生产基线,1,45,Alibaba,deepseek/deepseek-v4-flash,False,message.content,45,45,,,gen-1786276773-UfbdEXdjFX5NhK27BjjA,stop,9.384846702218056,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,ca95d0776a5f343dbb2c774d1c381f10d561b7f0dfeb5cbbc3910da60f18db18,2026-08-09T11:59:41.269062+00:00
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,A,生产基线,2,45,Alibaba,deepseek/deepseek-v4-flash,False,message.content,45,45,,,gen-1786276895-kN4netnuE6ZP3KxTOw7T,stop,4.64444250240922,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,ca95d0776a5f343dbb2c774d1c381f10d561b7f0dfeb5cbbc3910da60f18db18,2026-08-09T12:01:39.048774+00:00
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,A,生产基线,3,45,Alibaba,deepseek/deepseek-v4-flash,False,message.content,45,45,,,gen-1786276903-WczX2KIOaWqJF0BhPKXB,stop,4.274712901562452,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,ca95d0776a5f343dbb2c774d1c381f10d561b7f0dfeb5cbbc3910da60f18db18,2026-08-09T12:01:46.754169+00:00
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,D,固定 provider + 关闭 reasoning,1,35,Alibaba,deepseek/deepseek-v4-flash,False,message.content,35,35,,,gen-1786276776-FuxlJUmqrBZqtiET90Dl,stop,2.6627024970948696,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,02e5f02bd96122f6b44f95dfade9d773c15e28ae3d6b064fb031a2588935b13e,2026-08-09T11:59:37.956106+00:00
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,D,固定 provider + 关闭 reasoning,2,35,Alibaba,deepseek/deepseek-v4-flash,False,message.content,35,35,,,gen-1786276687-n9g0zXFTufiDcr5xDQsd,stop,2.0518741980195045,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,02e5f02bd96122f6b44f95dfade9d773c15e28ae3d6b064fb031a2588935b13e,2026-08-09T11:58:08.436822+00:00
7571345639725662763,校长把稻田“搬进”教室，让孩子读懂“粒粒皆辛苦”,75.0,3,external_positive,D,固定 provider + 关闭 reasoning,3,25,Alibaba,deepseek/deepseek-v4-flash,False,message.content,25,25,,,gen-1786276907-5PSAet95ikPuABgf11Ko,stop,1.9433806017041206,1,ok,,973c21e74133e8de0b497364a1cf645af7d48839b57ee1ab3aef0a8ffdab55dd,8ca88c7c1589f3224bd6f0f915637773c28d946b6ae304c82a08da4f7a2138ac,02e5f02bd96122f6b44f95dfade9d773c15e28ae3d6b064fb031a2588935b13e,2026-08-09T12:01:48.353546+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,A,生产基线,1,10,Alibaba,deepseek/deepseek-v4-flash,False,message.content,10,10,,,gen-1786276912-GtryN9hN8trAoSvDnGVc,stop,4.197163801640272,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,471b796de516813d4f256395d67f6a6f7f13149c4142dcaa4c04af9b8984a16d,2026-08-09T12:01:55.816752+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,A,生产基线,2,10,Alibaba,deepseek/deepseek-v4-flash,False,message.content,10,10,,,gen-1786276773-7nO4ivaqlaBkWfwdWnHJ,stop,6.009384103119373,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,471b796de516813d4f256395d67f6a6f7f13149c4142dcaa4c04af9b8984a16d,2026-08-09T11:59:38.300218+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,A,生产基线,3,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786276894-4fu7d8ZJZNy8wHbAl0KV,stop,4.459657099097967,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,471b796de516813d4f256395d67f6a6f7f13149c4142dcaa4c04af9b8984a16d,2026-08-09T12:01:37.523769+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,D,固定 provider + 关闭 reasoning,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786276772-qL3CsRugFsls8FrmlHya,stop,1.9599310979247093,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,997642fa83263f6da599b9b6a499455bb17bf618c2466ef075037290debd62fa,2026-08-09T11:59:33.730108+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,D,固定 provider + 关闭 reasoning,2,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786276679-AKd867hOJuokuBsY9EEN,stop,2.3019296005368233,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,997642fa83263f6da599b9b6a499455bb17bf618c2466ef075037290debd62fa,2026-08-09T11:58:00.822316+00:00
7572409532970943022,“辞家千里又千里，务必争气再争气”为什么让大家都湿了眼眶？,20.0,1,external_positive,D,固定 provider + 关闭 reasoning,3,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786276855-frIG8zJiG6HXISIqbtAY,stop,2.1585396006703377,1,ok,,f24cf100499ea0242311098a11a89b0587985a3e4e9cb8deb62f61de20bb037c,49eb1c1f9d336f0a64ba7fa7ee395ade7b3a1fdf06c790e085103c476670828f,997642fa83263f6da599b9b6a499455bb17bf618c2466ef075037290debd62fa,2026-08-09T12:00:56.538242+00:00
7575087565024379392,深耕古诗文教学 赋能情感育人,50.0,2,external_positive,A,生产基线,1,45,Alibaba,deepseek/deepseek-v4-flash,False,message.content,45,45,,,gen-1786276733-spNgykkaty9ySq4YWRE0,stop,7.744714699685574,1,ok,,522861109d96ff84a88f4f73548dea3707a362041c8f290784f0cfb9fb5e148a,ca5ae05ddfd46c8ebeb0cf581e2d6eaf84bfafcb6d5680f08bb75ea03cc08f8c,3c5aa83ea097607e4c24cdbcf7749aa83fef54305660c7da054ef1ef81204f88,2026-08-09T11:59:00.079768+00:00
7575087565024379392,深耕古诗文教学 赋能情感育人,50.0,2,external_positive,A,生产基线,2,45,Alibaba,deepseek/deepseek-v4-flash,False,message.content,45,45,,,gen-1786276870-PuzDfR1s74rUy2z4pYMe,stop,6.17252179980278,1,ok,,522861109d96ff84a88f4f73548dea3707a362041c8f290784f0cfb9fb5e148a,ca5ae05ddfd46c8ebeb0cf581e2d6eaf84bfafcb6d5680f08bb75ea03cc08f8c,3c5aa83ea097607e4c24cdbcf7749aa83fef54305660c7da054ef1ef81204f88,2026-08-09T12:01:15.182821+00:00
