2025-09-02 16:22:31.923 | INFO     | __main__:<module>:153 - ===== 软件有效期为：2125-08-31 =====
2025-09-02 16:22:31.925 | INFO     | __main__:<module>:159 - ===== 当前日期在软件有效期内：2125-08-31 =====
2025-09-02 16:22:31.925 | INFO     | __main__:run:34 - 系统初始化！
2025-09-02 16:22:31.927 | INFO     | __main__:run:40 - ===== 文章获取时间：2025-09-02 00:00:00 =====
2025-09-02 16:30:00.013 | INFO     | __main__:get_article_link_by_author_token:84 - 开始读取用户信息配置文件...
2025-09-02 16:30:00.015 | INFO     | __main__:get_article_link_by_author_token:90 - 找到【1】个作者主页，开始获取文章链接...
2025-09-02 16:30:00.015 | INFO     | crawler_base:get_article_list_by_author_token:177 - 开始文章获取...
2025-09-02 16:30:01.510 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:21:39, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.511 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.511 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.511 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章北京乡村振兴成果摄影展来了！9月10日起，搭地铁赏京郊美景！符合时间要求，添加到列表中...
2025-09-02 16:30:01.511 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:20:40, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章赴美旅游凉了？这些原因劝退外国游客符合时间要求，添加到列表中...
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:19:42, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章外交部：对俄罗斯持普通护照人员试行免签政策 #中国对俄罗斯试行免签政策  （央视新闻）符合时间要求，添加到列表中...
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:16:20, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.513 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章哈佛教授拉纳·米特：抗战胜利使中国走到世界舞台中央符合时间要求，添加到列表中...
2025-09-02 16:30:01.517 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:13:35, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.517 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.518 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.518 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章互联网头部应用已适配鸿蒙，华为五点倡议呼吁共建鸿蒙生态符合时间要求，添加到列表中...
2025-09-02 16:30:01.518 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:09:55, 文章限定日期：2025-09-02 00:00:00
2025-09-02 16:30:01.520 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-02 00:00:00
2025-09-02 16:30:01.522 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1756742400
2025-09-02 16:30:01.523 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章南海开渔后，皮皮虾、花蟹等海鲜价格迎来大跳水符合时间要求，添加到列表中...
2025-09-02 16:30:01.525 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-02 16:09:34, 文章限定日期：2025-09-02 00:00:00
