2025-09-22 16:18:24.567 | INFO     | __main__:<module>:153 - ===== 软件有效期为：2125-08-31 =====
2025-09-22 16:18:24.569 | INFO     | __main__:<module>:159 - ===== 当前日期在软件有效期内：2125-08-31 =====
2025-09-22 16:18:24.570 | INFO     | __main__:run:34 - 系统初始化！
2025-09-22 16:18:24.571 | INFO     | __main__:run:40 - ===== 文章获取时间：2025-09-22 00:00:00 =====
2025-09-22 16:30:00.011 | INFO     | __main__:get_article_link_by_author_token:84 - 开始读取用户信息配置文件...
2025-09-22 16:30:00.016 | INFO     | __main__:get_article_link_by_author_token:90 - 找到【1】个作者主页，开始获取文章链接...
2025-09-22 16:30:00.017 | INFO     | crawler_base:get_article_list_by_author_token:177 - 开始文章获取...
2025-09-22 16:30:00.690 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-22 16:27:27, 文章限定日期：2025-09-22 00:00:00
2025-09-22 16:30:00.691 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-22 00:00:00
2025-09-22 16:30:00.692 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1758470400
2025-09-22 16:30:00.693 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章【金正恩表示朝鲜不会放弃核武器，中方回应】 9月22日，外交部发言人郭嘉昆主持例行记者会。韩联社记者提问，朝鲜国务委员长金正恩昨天在最高人民会议发表讲话表示，“朝鲜绝对不会放弃核武器”，并称“如果美国放弃对（朝鲜）无核化的执着，朝方没有理由不与美方面对面协商”。中方如何看待朝鲜不会无核化的立场？#金正恩表示朝鲜不会放弃核武器符合时间要求，添加到列表中...
2025-09-22 16:30:00.695 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-22 16:22:24, 文章限定日期：2025-09-22 00:00:00
2025-09-22 16:30:00.696 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-22 00:00:00
2025-09-22 16:30:00.696 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1758470400
2025-09-22 16:30:00.697 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章中小银行风险化解进展如何？国家金融监管总局回应符合时间要求，添加到列表中...
2025-09-22 16:30:00.700 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-22 16:22:24, 文章限定日期：2025-09-22 00:00:00
2025-09-22 16:30:00.701 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-22 00:00:00
2025-09-22 16:30:00.701 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1758470400
2025-09-22 16:30:00.703 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章香港宣布：所有学校停课符合时间要求，添加到列表中...
2025-09-22 16:30:00.705 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-22 16:20:23, 文章限定日期：2025-09-22 00:00:00
2025-09-22 16:30:00.707 | INFO     | crawler_base:get_article_list_by_author_token:211 - 转换时间为：2025-09-22 00:00:00
2025-09-22 16:30:00.707 | INFO     | crawler_base:get_article_list_by_author_token:212 - 转换后文章限定时间戳为：1758470400
2025-09-22 16:30:00.708 | INFO     | crawler_base:get_article_list_by_author_token:214 - 当前文章潘功胜回应美联储降息：我国股债汇市场保持平稳符合时间要求，添加到列表中...
2025-09-22 16:30:00.709 | INFO     | crawler_base:get_article_list_by_author_token:209 - 当前文章发布时间：2025-09-22 16:20:23, 文章限定日期：2025-09-22 00:00:00
